epoch,loss,mae,val_loss,val_mae
0,13.536881446838379,2.5924768447875977,13.180819511413574,2.7726786136627197
1,6.012148857116699,1.7820087671279907,11.037383079528809,2.4865994453430176
2,4.870302677154541,1.6072605848312378,12.909814834594727,2.7366089820861816
3,4.222965717315674,1.4944443702697754,11.235434532165527,2.532303810119629
4,3.79984974861145,1.4182770252227783,10.380463600158691,2.3953158855438232
5,3.489386558532715,1.3617373704910278,10.02988052368164,2.341726064682007
6,3.3179943561553955,1.3279629945755005,9.771888732910156,2.317784547805786
7,3.1279566287994385,1.2911478281021118,10.654214859008789,2.4248743057250977
8,2.9820711612701416,1.260496735572815,9.8757905960083,2.3435800075531006
9,2.8702592849731445,1.2382405996322632,9.591469764709473,2.3039474487304688
10,2.8125529289245605,1.2262212038040161,9.304670333862305,2.254197835922241
11,2.7253165245056152,1.2081464529037476,8.985039710998535,2.2175257205963135
12,2.678743839263916,1.200663685798645,10.286978721618652,2.3638556003570557
13,2.6257693767547607,1.189047932624817,10.504769325256348,2.399853229522705
14,2.527311086654663,1.167198896408081,9.158615112304688,2.2327215671539307
15,2.4982564449310303,1.159311056137085,8.838435173034668,2.175490617752075
16,2.448004722595215,1.1484947204589844,9.520021438598633,2.260514736175537
17,2.404731512069702,1.1390087604522705,8.98060131072998,2.1935415267944336
18,2.372267007827759,1.133017897605896,9.319150924682617,2.2439088821411133
19,2.3237693309783936,1.1206212043762207,9.173924446105957,2.235872268676758
20,2.2770440578460693,1.109808325767517,10.459250450134277,2.4002387523651123
21,2.2503533363342285,1.1034635305404663,9.448258399963379,2.280921459197998
22,2.232264757156372,1.0997275114059448,9.051482200622559,2.2177016735076904
23,2.2000467777252197,1.0930538177490234,10.073685646057129,2.3409881591796875
24,2.1555044651031494,1.0808390378952026,9.574031829833984,2.2737655639648438
25,2.147146224975586,1.0791528224945068,9.096680641174316,2.218545436859131
26,2.1062769889831543,1.0684527158737183,9.080022811889648,2.225616455078125
27,2.087561845779419,1.066560983657837,9.2638578414917,2.2316808700561523
28,2.0600082874298096,1.058207631111145,9.334624290466309,2.246866226196289
29,2.006396770477295,1.0438594818115234,8.795875549316406,2.172015905380249
30,2.01672625541687,1.047184705734253,9.167291641235352,2.2355167865753174
31,1.9837485551834106,1.0387976169586182,8.842416763305664,2.1805906295776367
32,1.9585182666778564,1.0319044589996338,9.113898277282715,2.2438480854034424
33,1.9561176300048828,1.0311665534973145,8.611852645874023,2.169139862060547
34,1.9271939992904663,1.0238267183303833,9.03051471710205,2.2236111164093018
35,1.906844139099121,1.0183217525482178,8.526201248168945,2.150583505630493
36,1.8845306634902954,1.0122357606887817,9.489663124084473,2.2743794918060303
37,1.8713701963424683,1.0096313953399658,9.122485160827637,2.242835521697998
38,1.8737382888793945,1.0106819868087769,8.843622207641602,2.181281805038452
39,1.843705415725708,1.0010489225387573,9.107032775878906,2.2271595001220703
40,1.805442452430725,0.9926621317863464,9.095477104187012,2.2267465591430664
41,1.8066809177398682,0.9934841394424438,8.594133377075195,2.1564435958862305
42,1.7958250045776367,0.9889840483665466,8.991275787353516,2.210249185562134
43,1.783262848854065,0.9857210516929626,9.149154663085938,2.2267749309539795
44,1.7539912462234497,0.9758957624435425,8.858331680297852,2.1914358139038086
45,1.764732837677002,0.9803547859191895,9.17639446258545,2.2475292682647705
46,1.736901879310608,0.9726701974868774,9.297171592712402,2.2659361362457275
47,1.7184693813323975,0.9677863121032715,8.43051528930664,2.1271698474884033
48,1.711875081062317,0.9658841490745544,9.337005615234375,2.2702465057373047
49,1.700320839881897,0.962486743927002,9.558014869689941,2.291330575942993
