epoch,loss,mae,val_loss,val_mae
0,76.76333618164062,6.083187580108643,32.321800231933594,4.6272454261779785
1,33.91989517211914,4.4579243659973145,26.17888069152832,4.107787609100342
2,30.293066024780273,4.13433313369751,24.9403018951416,3.9879307746887207
3,29.381420135498047,4.067290306091309,24.71891975402832,3.985952138900757
4,28.662349700927734,4.017282009124756,25.50032615661621,4.013676166534424
5,28.433361053466797,4.000461101531982,24.52545738220215,3.935579299926758
6,27.737957000732422,3.9525508880615234,24.41316032409668,3.9347939491271973
7,27.418413162231445,3.936920404434204,24.61881446838379,3.95097279548645
8,27.17148780822754,3.9154164791107178,24.959400177001953,4.018653869628906
9,26.28204345703125,3.8605127334594727,24.5880184173584,3.9304022789001465
10,25.916379928588867,3.8353981971740723,24.761188507080078,3.9768803119659424
11,25.502004623413086,3.805530548095703,24.675579071044922,3.964373826980591
12,24.90907859802246,3.7674520015716553,24.627042770385742,3.952493190765381
13,24.38304328918457,3.7279491424560547,24.639278411865234,3.9449641704559326
14,24.039915084838867,3.7042267322540283,23.710180282592773,3.8585128784179688
15,23.593332290649414,3.666607618331909,23.82790756225586,3.8824784755706787
16,23.09344482421875,3.628397226333618,23.897024154663086,3.886448621749878
17,22.853321075439453,3.6109650135040283,23.11463737487793,3.7848851680755615
18,22.263242721557617,3.563141345977783,23.110536575317383,3.7928929328918457
19,21.680282592773438,3.5191001892089844,22.824859619140625,3.7635178565979004
20,21.159265518188477,3.4696574211120605,22.683229446411133,3.764519214630127
21,20.8199520111084,3.435220718383789,22.447534561157227,3.721848726272583
22,20.31768226623535,3.3855974674224854,21.861915588378906,3.6580276489257812
23,19.992753982543945,3.3489880561828613,22.04791831970215,3.681149482727051
24,19.659847259521484,3.3135576248168945,21.011201858520508,3.566434621810913
25,19.2321834564209,3.2739741802215576,20.904008865356445,3.5770301818847656
26,18.779155731201172,3.2244412899017334,20.93365478515625,3.566349744796753
27,18.080286026000977,3.158567190170288,18.27033805847168,3.3402175903320312
28,14.209395408630371,2.7545528411865234,17.39706039428711,3.2117135524749756
29,13.664311408996582,2.6725878715515137,17.14529800415039,3.204982042312622
30,13.288225173950195,2.635671854019165,17.260202407836914,3.191934585571289
31,13.278316497802734,2.635343551635742,16.850414276123047,3.1343765258789062
32,13.139900207519531,2.619119644165039,17.601531982421875,3.2380754947662354
33,13.008195877075195,2.6106820106506348,17.05235481262207,3.1739308834075928
34,13.015727996826172,2.6078736782073975,16.709062576293945,3.1354029178619385
35,12.873748779296875,2.593198537826538,16.643081665039062,3.143866777420044
36,12.764165878295898,2.583082675933838,16.685531616210938,3.1704325675964355
37,12.824088096618652,2.586557388305664,17.081890106201172,3.2161505222320557
38,12.595083236694336,2.566692352294922,16.602859497070312,3.1393392086029053
39,12.516968727111816,2.560187816619873,16.42110824584961,3.1314663887023926
40,12.500921249389648,2.557817220687866,15.775113105773926,3.05285382270813
41,12.521025657653809,2.559994697570801,16.236862182617188,3.1291463375091553
42,12.327159881591797,2.54274845123291,16.624996185302734,3.158376693725586
43,12.517345428466797,2.5610973834991455,16.276865005493164,3.1189146041870117
44,12.366072654724121,2.5496714115142822,16.043657302856445,3.097003698348999
45,12.449379920959473,2.5556318759918213,16.148672103881836,3.1081175804138184
46,12.2471284866333,2.5381016731262207,16.354387283325195,3.136986017227173
47,12.318185806274414,2.5447134971618652,16.122419357299805,3.112406015396118
48,12.248924255371094,2.5404727458953857,15.891339302062988,3.0838401317596436
49,12.30015754699707,2.545081615447998,16.414308547973633,3.1452348232269287
